"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
478,"B-II-m-B-18432","B","II","m","B",18432,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4548680852859,26.0999211368776,,"Str. Chile 10 sector 1",,,"Str. Chile",10,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","RENOVAT",,
479,"B-II-m-B-18433","B","II","m","B",18433,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4479369225952,26.1284435499156,,"Str. Chiristigiilor 22 sector 2",,,"Str. Chiristigiilor",22,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
480,"B-II-m-B-18434","B","II","m","B",18434,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4479939409132,26.1286634951917,,"Str. Chiristigiilor 24 sector 2",,,"Str. Chiristigiilor",24,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX",,,,,,
481,"B-II-m-A-20964","B","II","m","A",20964,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Circul de Stat - pavilionul central",44.4566251,26.1095753,,"Aleea Circului 15 sector 2",,,"Aleea Circului",15,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,1961,"DA","DA","NU","CONSERVAT",".",
482,"B-II-m-B-18435","B","II","m","B",18435,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4416728520838,26.0964872137382,,"Str. Clemenceau Georges 2 sector 1",,,"Str. Clemenceau Georges",2,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,1890,"DA","DA","NU","PUTERNIC DEGRADAT",".",
483,"B-II-m-B-18436","B","II","m","B",18436,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4418429194289,26.0962727549459,,"Str. Clemenceau Georges 5 sector 1",,,"Str. Clemenceau Georges",5,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","PUTERNIC DEGRADAT",".",
484,"B-II-m-B-18437","B","II","m","B",18437,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4501199,26.0913188,,"Str. Clopotarii Vechi 4 sector 1",,,"Str. Clopotarii Vechi",4,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
485,"B-II-m-B-18438","B","II","m","B",18438,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă George Oprescu",44.4321552,26.0740171,,"Str. Clunet dr. 16 sector 5",,,"Str. Clunet dr.",16,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
486,"B-II-m-B-18440","B","II","m","B",18440,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casa Macca - Institutul de Arheologie ""Vasile Pârvan""",44.4470759737903,26.0925583512392,,"Str. Coandă Henri 11 sector 1",,,"Str. Coandă Henri",11,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
487,"B-II-m-B-18441","B","II","m","B",18441,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Alex. G. Florescu",44.447501,26.092361,,"Str. Coandă Henri 22 sector 1",,,"Str. Coandă Henri",22,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
488,"B-II-m-B-18442","B","II","m","B",18442,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Maria și George Severeanu",44.4474454,26.093052,,"Str. Coandă Henri 26 sector 1",,,"Str. Coandă Henri",26,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
489,"B-II-m-B-18443","B","II","m","B",18443,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Argetoianu",44.4484557862417,26.0923057344099,,"Str. Coandă Henri 36 sector 1",,,"Str. Coandă Henri",36,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
490,"B-II-a-B-18444","B","II","a","B",18444,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Parcul Plumbuita",44.4634601842753,26.1326857148428,,"Soseaua Colentina",,,"Soseaua Colentina",,"Patrimoniu reprezentativ","Amenajare peisajeră-agrement",,"sf. sec. XIX",,,,,,"a fost adăugat ulterior în baza de date"
491,"B-II-m-B-18445","B","II","m","B",18445,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4338882193906,26.1047446521177,,"Str. Colței 1 sector 3",,,"Str. Colței",1,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
492,"B-II-m-B-18446","B","II","m","B",18446,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4336282836391,26.1035712647611,,"Str. Colței 2 sector 3",,,"Str. Colței",2,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX","DA","DA","NU","REABILITAT",".","de verificat, nu e foarte clar unde e"
493,"B-II-m-B-18447","B","II","m","B",18447,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4339482548782,26.1049391382539,,"Str. Colței 3 sector 3",,,"Str. Colței",3,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
494,"B-II-m-B-18448","B","II","m","B",18448,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4336392542163,26.1036430559164,,"Str. Colței 4 sector 3",,,"Str. Colței",4,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","PUTERNIC DEGRADAT","RISC PRĂBUȘIRE","de verificat, nu e foarte clar unde e"
495,"B-II-m-B-18449","B","II","m","B",18449,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4340595287408,26.1051089550936,,"Str. Colței 5 sector 3",,,"Str. Colței",5,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
496,"B-II-m-B-18450","B","II","m","B",18450,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4336354411807,26.1037562745501,,"Str. Colței 6 sector 3",,,"Str. Colței",6,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","PUTERNIC DEGRADAT","RISC PRĂBUȘIRE","de verificat, nu e foarte clar unde e"
497,"B-II-m-B-18451","B","II","m","B",18451,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4341526058783,26.1051995827792,,"Str. Colței 7 sector 3",,,"Str. Colței",7,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
498,"B-II-m-B-18452","B","II","m","B",18452,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Locuință cu prăvălie, fațadă 1848",44.4336536346649,26.1038702135111,,"Str. Colței 8 sector 3",,,"Str. Colței",8,"Patrimoniu domestic urban","Clădire cu funcțiuni mixte","Locuire civilă",1848,"DA","DA","NU","RENOVAT",".","de verificat, nu e foarte clar unde e"
499,"B-II-m-B-18453","B","II","m","B",18453,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4342385462433,26.105272975232,,"Str. Colței 9 sector 3",,,"Str. Colței",9,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
500,"B-II-m-B-18454","B","II","m","B",18454,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4337139974117,26.1044230584875,,"Str. Colței 16 sector 3",,,"Str. Colței",16,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
501,"B-II-m-B-18455","B","II","m","B",18455,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4337291360086,26.1044824107318,,"Str. Colței 18 sector 3",,,"Str. Colței",18,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
502,"B-II-m-B-18456","B","II","m","B",18456,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4337360316228,26.1045393578189,,"Str. Colței 20 sector 3",,,"Str. Colței",20,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","cca. 1865","DA","DA","NU","DEGRADAT",".",
503,"B-II-m-B-18457","B","II","m","B",18457,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4345340729464,26.1057449063277,,"Str. Colței 21 sector 3",,,"Str. Colței",21,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
504,"B-II-m-B-18458","B","II","m","B",18458,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4337377302345,26.1045875044811,,"Str. Colței 22 sector 3",,,"Str. Colței",22,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
505,"B-II-m-B-18459","B","II","m","B",18459,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Fostul magazin Star & Cohn",44.4337392482431,26.1046390348165,,"Str. Colței 24 sector 3",,,"Str. Colței",24,"Patrimoniu reprezentativ","Clădire financiar-comerț",,"sf. sec. XIX","DA","DA","NU","PUTERNIC DEGRADAT",".",
506,"B-II-m-B-18460","B","II","m","B",18460,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4348356,26.1063454,,"Str. Colței 25 sector 3",,,"Str. Colței",25,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
507,"B-II-m-B-18461","B","II","m","B",18461,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4337466721356,26.1047040874522,,"Str. Colței 26 sector 3",,,"Str. Colței",26,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
508,"B-II-m-B-18462","B","II","m","B",18462,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4349012821425,26.106514486219,,"Str. Colței 27 sector 3",,,"Str. Colței",27,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX","DA","DA","NU","CONSERVAT",".","de verificat, nu e clar unde e"
509,"B-II-m-B-18463","B","II","m","B",18463,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.43398666698,26.1053090745103,,"Str. Colței 34B sector 3",,,"Str. Colței","34B","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","PUTERNIC DEGRADAT",".","de verificat. Pe PMB apar doua adrese cu nr. 34"
510,"B-II-m-B-18464","B","II","m","B",18464,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.434086,26.105425,,"Str. Colței 38 sector 3",,,"Str. Colței",38,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
511,"B-II-m-B-18466","B","II","m","B",18466,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4342019760974,26.1055604870814,,"Str. Colței 40B sector 3",,,"Str. Colței","40B","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX",,,,,,"nu e clar unde e, trebuie neaparat verificat"
512,"B-II-m-B-18467","B","II","m","B",18467,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4342894315411,26.1056443515659,,"Str. Colței 42 sector 3",,,"Str. Colței",42,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
513,"B-II-m-B-18468","B","II","m","B",18468,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4343606,26.1058852,,"Str. Colței 44 sector 3",,,"Str. Colței",44,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX","DA","DA","NU","REABILITAT",".",
514,"B-II-m-B-18469","B","II","m","B",18469,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4344438086264,26.1059362708052,,"Str. Colței 46 sector 3",,,"Str. Colței",46,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,1900,"DA","DA","NU","DEGRADAT",".",
515,"B-II-m-B-18470","B","II","m","B",18470,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4346392,26.1065185,,"Str. Colței 48 sector 3",,,"Str. Colței",48,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
516,"B-II-m-B-18471","B","II","m","B",18471,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4347013,26.1065794,,"Str. Colței 50 sector 3",,,"Str. Colței",50,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
517,"B-II-m-B-18472","B","II","m","B",18472,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.43471411997,26.1066760287624,,"Str. Colței 52 sector 3",,,"Str. Colței",52,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
518,"B-II-a-B-18473","B","II","a","B",18473,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Ansamblul de arhitectura Pasajul Comercial",44.4315022491833,26.1025099327408,,"Pasajul Comercial, între str. Gabroveni și str. Lipscani sector 3",,,"str. Gabroveni",,"Patrimoniu reprezentativ","Clădire financiar-comerț",,"sf. sec. XIX",,,,,,"a fost adăugat ulterior în baza de date"
519,"B-II-m-B-18474","B","II","m","B",18474,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4672418,26.0715306,,"Str. Constantinescu Al. 34 sector 1",,,"Str. Constantinescu Al.",34,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
520,"B-II-m-B-18475","B","II","m","B",18475,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4673174,26.0718106,,"Str. Constantinescu Al. 36 sector 1",,,"Str. Constantinescu Al.",36,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","ÎN REABILITARE","ȘANTIER",
521,"B-II-m-B-18476","B","II","m","B",18476,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4673807,26.0720769,,"Str. Constantinescu Al. 38 sector 1",,,"Str. Constantinescu Al.",38,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
522,"B-II-m-B-18477","B","II","m","B",18477,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4674918,26.0724155,,"Str. Constantinescu Al. 42 sector 1",,,"Str. Constantinescu Al.",42,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
523,"B-II-m-B-18478","B","II","m","B",18478,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.467701718098,26.0716406461167,,"Str. Constantinescu Al. 51 sector 1",,,"Str. Constantinescu Al.",51,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
524,"B-II-m-B-18479","B","II","m","B",18479,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Vernescu",44.4677635,26.0720225,,"Str. Constantinescu Al. 55 sector 1",,,"Str. Constantinescu Al.",55,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
525,"B-II-m-B-18481","B","II","m","B",18481,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4329153357544,26.1195725050739,,"Str. Constantinescu M. prof. 1 sector 3",,,"Str. Constantinescu M. prof.",1,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".","pe PMB apare 1-3"
526,"B-II-m-B-18482","B","II","m","B",18482,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4328661909132,26.1195678010866,,"Str. Constantinescu M. prof. 3 sector 3",,,"Str. Constantinescu M. prof.",3,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
527,"B-II-m-B-18483","B","II","m","B",18483,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4328091242523,26.1195556878269,,"Str. Constantinescu M. prof. 5 sector 3",,,"Str. Constantinescu M. prof.",5,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
528,"B-II-m-B-18484","B","II","m","B",18484,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4327489637711,26.1195572845517,,"Str. Constantinescu M. prof. 7 sector 3",,,"Str. Constantinescu M. prof.",7,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
529,"B-II-m-B-18485","B","II","m","B",18485,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4313216828109,26.1090570575656,,"Bd. Coposu Corneliu 33 sector 3",,,"Bd. Coposu Corneliu",33,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX - înc. sec. XX",,,,,,
530,"B-II-m-B-18486","B","II","m","B",18486,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4314432052989,26.1093157689286,,"Bd. Coposu Corneliu 35 sector 3",,,"Bd. Coposu Corneliu",35,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX - înc. sec. XX","DA","DA","NU","RENOVAT",".",
531,"B-II-m-B-18487","B","II","m","B",18487,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4315689,26.1096703,,"Bd. Coposu Corneliu 37 sector 3, Bd. Hristo Botev 31 sector 3",,,"Bd. Coposu Corneliu",37,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","CONSERVAT",".",
532,"B-II-m-B-18488","B","II","m","B",18488,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.431692032043,26.1098005005516,,"Bd. Coposu Corneliu 39A sector 3",,,"Bd. Coposu Corneliu","39A","Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
533,"B-II-m-B-18489","B","II","m","B",18489,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4318122237365,26.1100105886385,,"Bd. Coposu Corneliu 39B sector 3",,,"Bd. Coposu Corneliu","39B","Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"sf. sec. XIX - înc. sec. XX",,,,,,"de verificat, pe PMB apare o singura parcela 39A-39B"
534,"B-II-m-B-18490","B","II","m","B",18490,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4318871118554,26.1101871244725,,"Bd. Coposu Corneliu 41B sector 3",,,"Bd. Coposu Corneliu","41B","Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX",,,,,,"de verificat, nu apare aceasta adresa pe PMB"
535,"B-II-m-B-18491","B","II","m","B",18491,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4323245758343,26.1109968321081,,"Bd. Coposu Corneliu 55 sector 3",,,"Bd. Coposu Corneliu",55,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,,,"de verificat, nu apare aceasta adresa pe PMB, posibil sa nu mai existe casa"
